predicted_label,sentence
0,Es más difícil de devaluar la utilidad de una onza de la productividad que se trata de un gigabyte de almacenamiento .
0,Angelina Jolie se burla del mundo con una posible Maléfica Sequel !
0,¿ Ves lo que hice allí ?
1,"El segundo grupo de de llamantes , fueron la gran mayoría , cerca del 85 por ciento , y llamaban ya que sólo podían ser complacidas por algo ilegal o físicamente imposible ."
0,""" Básicamente la ley marcial está llevando a cabo en todos los perímetros Ferguson bloqueados ir y venir "" , escribió ."
0,La compañía ha tenido que cerrar las oficinas de todo el mundo y sigue centrándose en el logro de la rentabilidad .
0,"Entre los supervivientes que restan , se encuentran dos tipos notables : los enormes fondos de capital riesgo Mega con más de $ 1B bajo mgmt como Andreessen Horowitz , Greylock , Accel , Sequoia , Benchmark , Kleiner y Khosla , y fondos más pequeños y ágiles , "" Micro VC "" , ( generalmente"
0,La primera vez fue la primera noche cuando Leta estaba comiendo un burrito de frijoles y queso y dimensionado esa cosa y se dio cuenta que podía adaptarse a toda la cosa en mi garganta sin masticarla .
0,"Algunos bloggers desarrollan seguidores leales , y pronto iconos como Karl Lagerfeld , el Werner Herzog con cola de caballo blanco de la moda , saludaban a los bloggers como Tavi Gevinson , una adolescente de catorce años de edad de los suburbios de Chicago , después de sus shows ."
0,"Si tiene suerte , por supuesto ."
0,¿ Sabes cómo hacer más adelante en vida los amigos tienden a ser especialmente alta calidad ?
0,"Bueno , me atrevería no hacer clic en cualquier cosa , pasar tiempo con la familia , comer un pretzel suave , siendo agradecidos por su juventud y la salud ."
0,La experiencia comunitaria sólo no mantiene el mismo atractivo para mí ya no más .
0,"Sin duda ellos tuvieron relaciones sexuales en el océano , ¿ verdad ?"
0,"Es el dispositivo que nos ha sido prometido durante años , y ha llegado su tiempo , en 2010 , al alcance de un par de generaciones planteadas en la televisión y uno criado en el equipo ."
0,"Después de un largo día de presentaciones en la conferencia de la Sociedad Internacional de Estudios Cómicos 2011 , un puñado de eruditos de la comedia pasó de consumidores - si hábil , los analíticos - a productores : Un concurso de micrófono abierto ."
0,No quiero chicas beso .
1,"Mi hija mayor me preguntó ayer si me sentía emocionado de volver al trabajo , esperando un sí rotundo ."
0,"No está claro lo que el siguiente paso de Jason Goldberg es - por ahora sigue siendo el director general de Fab , y parece que no hay cambios inmediatos en ese frente ."
0,"Servir con chocolate negro rociados , si se desea ."
1,Ni siquiera me di cuenta de la lesión hasta 10 minutos después de haber actuado porque me estaba divirtiendo mucho .
1,Arnold y Andrew sugirieron que veo esta última semana .
0,""" Ella no es lo suficientemente sofisticado como para saber cuáles son sus manías son , "" dice el periodista Jim DeRogatis , que rompió la historia inicial de la cinta pornografica ."
1,"Aún así , tiene que ser más que lo que cuesta para crecer y utilizar unas pilas energizadas por algas , ¿ verdad ?"
0,"Bodega- porque están en una bodega , cantando para el comercial de una bodega , tiene todo el sentido , ¿ verdad ?"
0,La reducción del costo de Windows en dispositivos de bajo costo podría ayudar a la compañía a promover un nuevo grupo de dispositivos que finalmente operará sin importar cuál sea el Segundo Windows .
0,"De hecho , el miedo a volar es lo más aterrador jamás para verdaderamente grandes empresarios ."
1,Eso no tiene ningún f * cking sentido .
0,"All You Hombre , no Directioners posible que desee Listen Up !"
0,"Pero un portavoz echó agua fría en la opinión de que esto podría ser una vía de acceso a una automatización del hogar , ya que creen que la puesta en práctica de la música es atractivo suficiente como es ."
0,Demoró solamente un pequeño y asustado paso para que Janice y su marido deslizasen desde lo que parecía ser la seguridad y a acabar aquí .
1,"Tmall.com de Alibaba , que alberga las tiendas en línea para grandes marcas , tendrá acceso al inventario de Intime de los productos fuera de línea ."
0,Más todos los que la abstinencia probablemente intensifica la tensión sexual en un grado increíblemente excitante .
0,"Los chicos tambien agonizan por esto de los textos , especialmente en parecer excesivamente interesados ."
1,"sobre mis veinticinco años , me fui hacia el oeste a buscarme a mí mismto a California , a durass penas conseguí convertirme en un programador decente yendo de un trabajo a otro y sin saber muy bien dónde iba a ser el siguiente ."
1,Tan agradable como : La chica que levanta la mano cada tres segundos en una clase tempranera para recordarle a todos que sabe palabras complicadas .
0,"Cuando por fin había sentado la , ella no quería poner en el par de pantalones que le había traído ."
0,Principalmente porque todos a su alrededor pusieron en duda sus movimientos al salir de la banda de chicos más grande del momento .
1,"OOOH demonios , niña !"
1,"En esa página de configuración , también puede asegurarse de que tenemos todo correctamente auth ' d con Disqus ."
0,"Personas ( "" Pinners "" ) utilizan el sitio y las aplicaciones para obtener ideas para su futuro , como recetas , lugares para viajar , y productos para comprar y guardar las cosas que aman a su respectivo consejo ."
0,Motorola Solutions es la empresa de telecomunicaciones que se formó después de que la unidad móvil de Motorola se separara y convirtiera en Motorola Mobility en el 2011 .
1,"No fue una resolución que tuve el año pasado , pero resultó ser una mejora importante en mi vida ."
0,( Canto Ray Charles durante el uso de estos guantes exfoliantes idiotas que Liv Tyler recomienda en Internet una vez .
0,"Si tiene varias jugadas de ahí , el calendario mostrará automáticamente uno nuevo cada vez que lo abra ."
0,"Mientras que estamos poniéndonos al día con muchas otras grandes ciudades cuando se trata de tener un sistema ferroviario bien establecido , nuestros autobuses son frecuentes y fiables ( y asequibles ) ."
1,"En otra pizarra , hicimos una columna para cada sección ."
0,"El presidente de China , Xi Jinping , estuvo de acuerdo en limitar las emisiones de China en el futuro - una impactante acción sin precedentes por una nación que ha sido reacia a involucrarse en el calentamiento global ."
0,Cuando le doy de comer al bebé me quedo medio dormida .
1,Uma Thurman y Arpad Busson Prometido ¿ Han cancelado su participación por segunda vez !
0,"Cuando lo vea en acción , no es de extrañar que el concepto de Bellabeat sea un éxito : Si alguna vez hay un momento en la vida en el que alguien quiere hacer un seguimiento de todo lo que está pasando con su cuerpo , es cuando ella está esperando un bebé ."
1,Pero esto es simplemente errónea .
0,"Incluso si usted no ha hecho algún acto sexual específico , entró en tantos detalles de la mañana después de que ella lo hizo , que tipo de sentir como que tiene ."
1,"y del Comando Cibernético de los Estados Unidos , había mantenido reuniones clasificadas en la Casa Blanca y en otros lugares durante los cuales expresó su preocupación por Anonymous ."
0,"Punto de Scott no es que nada nuevo o interesante ha sucedido en línea desde mediados de la década de 1990 , pero en lugar de rechazar la afirmación común de que la cultura contemporánea Web ha creado expresión sin precedentes ."
0,"Hace dos años , Eric Shouse ( co-autor del artículo "" A Comic Rejoinder to American Culture ' s Hegemony of Sensivity : White , Hyper-Masculinity in HBO ' s Comedy Series Eastbound and Down "" ) , ganó el mismo concurso en la conferencia de 2009 en Long Beach ."
0,Los más editores Amber señales en el más influencia que tiene que negociar comisiones más altas con las marcas .
0,Pero fue la propuesta de una sorpresa ?
0,"Primero fue la palabra que Intralinks compró DocTrackr , un proveedor de gestión de los derechos de información que tenía su ojo en la caja según se informa ."
0,"El albergue es una versión moderna de la prisión de Marshalsea de Dickens en Little Dorrit , una comunidad reacia con su propia jerarquía de sufrimiento , donde los años han sido marcados por personas de mala suerte que han terminado encalladas por una razón u otra ."
0,Mejor es reprensión manifiesta Que amor oculto .
0,al permitir que los demás escuchen y aprendan .
1,Esas cosas ridículas que la gente hace a sus cuerpos y que algunos dirían que no tienen ningún beneficio nutricional alguno .
0,"Por ejemplo , puede utilizarlo para controlar la cerradura inteligente de una puerta o conectarlo a los proveedores de pagos en línea y tarjetas de fidelización ."
1,"Pero Brooks mordió más de lo que podía masticar al tratar de tomar tanto en la transmisión y al por menor digital después de una década pasó en relativa oscuridad , y eso le está costando a los fans más jóvenes del país ."
0,Katy Perry derrite nuestros cerebros en arena In The Dark Horse Music Video !
1,He tenido la suerte de perfilar muchas de las startups más exitosas que se aceleran en TheFamily .
0,""" Es decepcionante estar tan cerca , pero tengo mucha suerte de haber llegado hasta aquí , y fue una dura mesa final "" , dijo ."
0,"Allen , por su parte , un académico neoyorquino-lectura intelectualmente superior blanca , se baja relativamente impune ."
0,""" No tenemos ninguna política racional para apoyar a los cuidadores "" , dice el Dr. Joanne Lynn , director del Instituto de Altarum Centro para Cuidado de Ancianos y Enfermedad Avanzada ."
0,"Primero como 2tor , ahora como 2U , la compañía ha estado en una misión para elevar la educación en línea sin ayuda de nadie y dar a las universidades de las herramientas y recursos que necesitan para construir extensiones en línea de sus cursos y programas en el campus ."
0,"El presiente de Juguetes Industriales ( Industrial Toys ) , Tim Harris , describe Midnight Star como una "" reinvención "" del tirador en tabletas ( tablets ) , en lugar de algo que sólo mueve títulos existentes y juegos mecánicos sobre el relevo de otras plataformas ."
1,"Usted sabe cuando alguien está distraído o cansado , o excitado ."
0,"Durante la Operación Payback , al principio de diciembre , Anonymous dirigió a nuevos reclutas , o noobs , a un folleto titulado "" CÓMO UNIRSE AL PUTO COLMENA "" , en que los participantes estaban instruidos para "" ARREGLAN SU GODDAMN INTERNET ."
0,El fracaso no creó más .
1,La forma en que dicks continuamente alrededor de su esposa y Olivia Papa es completamente inaceptable .
1,""" Podemos confirmar que Brooke Burke-Charvet no estará con nosotros la próxima temporada ."
0,"Mt.Gox ha solicitado la liquidación en un tribunal de Tokio en vez de ir hacia adelante con sus planes para reconstruir bajo la protección de bancarrota , según un informe publicado en el Wall Street Journal ."
